elo,server,patch,label,name,role,role_pickrate,tier,winrate,winrate_evol,pickrate,games
TOUT,KR,16.3,123,Teemo,top,69.8%,C,50.0%,+0.1%,3.0%,21 114
TOUT,KR,16.3,124,Rakan,sup,98.2%,C,50.5%,+0.2%,4.3%,30 180
TOUT,KR,16.3,125,Yone,mid,58.9%,C,48.5%,+0.4%,8.0%,56 596
TOUT,KR,16.3,126,Lillia,jun,95.8%,C,50.5%,-0.3%,3.4%,23 885
TOUT,KR,16.3,127,Xayah,adc,99.2%,C,50.9%,-0.4%,2.6%,18 181
TOUT,KR,16.3,128,Rell,sup,99.2%,C,50.7%,+0.3%,3.0%,21 033
TOUT,KR,16.3,129,Shaco,sup,16.6%,C,49.5%,-0.1%,1.5%,10 583
TOUT,KR,16.3,130,Fiddlesticks,jun,78.2%,C,51.1%,-0.2%,1.5%,10 837
TOUT,KR,16.3,131,Amumu,jun,91.6%,C,51.1%,+0.3%,1.7%,11 765
TOUT,KR,16.3,132,Volibear,jun,59.4%,C,50.5%,-2.3%,1.8%,12 554
TOUT,KR,16.3,133,Nunu,jun,93.3%,C,51.0%,+1.9%,1.9%,13 178
TOUT,KR,16.3,134,Varus,top,32.7%,C,48.9%,-3.5%,3.2%,22 874
TOUT,KR,16.3,135,Evelynn,jun,98.0%,C,51.0%,-0.1%,1.6%,11 389
TOUT,KR,16.3,136,Trundle,jun,46.8%,C,51.1%,+2.0%,1.2%,8 828
TOUT,KR,16.3,137,Ekko,mid,43.3%,C,49.5%,-1.2%,2.3%,16 049
TOUT,KR,16.3,138,Hwei,mid,78.6%,C,50.6%,+1.0%,2.5%,17 670
TOUT,KR,16.3,139,Vel'Koz,sup,65.8%,C,51.0%,+0.2%,1.6%,11 286
TOUT,KR,16.3,140,Warwick,top,17.9%,C,50.9%,+0.3%,1.3%,9 276
TOUT,KR,16.3,141,Lux,mid,32.0%,C,50.2%,+0.1%,1.7%,11 721
TOUT,KR,16.3,142,Janna,sup,98.8%,C,51.1%,+0.4%,1.0%,7 337
TOUT,KR,16.3,143,Kayn,jun,94.7%,C,50.6%,+1.2%,2.6%,18 639
TOUT,KR,16.3,144,Sylas,top,6.4%,C,49.1%,+0.1%,1.7%,11 998
TOUT,KR,16.3,145,Diana,jun,63.0%,C,49.7%,-1.6%,3.8%,26 976
TOUT,KR,16.3,146,Soraka,sup,98.0%,C,50.6%,+0.1%,2.6%,18 481
TOUT,KR,16.3,147,Alistar,sup,97.3%,C,49.6%,+0.2%,5.2%,36 770
TOUT,KR,16.3,148,Warwick,jun,81.3%,C,50.4%,+0.3%,2.3%,16 426
TOUT,KR,16.3,149,Senna,sup,85.3%,D,50.1%,+0.4%,3.9%,27 520
TOUT,KR,16.3,150,Smolder,adc,86.4%,D,50.2%,-0.8%,3.4%,23 889
TOUT,KR,16.3,151,Fiora,top,97.7%,D,49.7%,-0.1%,3.1%,21 648
TOUT,KR,16.3,152,Vayne,adc,73.6%,D,50.0%,+0.2%,2.3%,16 566
TOUT,KR,16.3,153,Zeri,adc,96.2%,D,50.7%,+1.5%,1.8%,12 765
TOUT,KR,16.3,154,Nasus,top,76.4%,D,50.2%,-1.2%,2.9%,20 543
TOUT,KR,16.3,155,Ambessa,top,51.0%,D,48.5%,+0.6%,5.4%,38 274
TOUT,KR,16.3,156,Dr.Mundo,jun,45.1%,D,50.2%,-1.0%,1.7%,12 129
TOUT,KR,16.3,157,Orianna,mid,96.4%,D,48.3%,-0.2%,7.5%,53 200
TOUT,KR,16.3,158,Malphite,jun,29.2%,D,48.4%,-0.4%,2.9%,20 447
TOUT,KR,16.3,159,Volibear,top,39.4%,D,49.3%,-1.5%,3.5%,24 733
TOUT,KR,16.3,160,Master Yi,jun,86.4%,D,49.1%,+0.7%,4.4%,31 071
TOUT,KR,16.3,161,Kindred,jun,96.4%,D,50.5%,+1.0%,1.3%,9 007
TOUT,KR,16.3,162,Illaoi,top,96.6%,D,50.1%,+0.3%,1.9%,13 702
TOUT,KR,16.3,163,Lissandra,mid,89.7%,D,50.1%,-0.5%,2.5%,17 534
TOUT,KR,16.3,164,Nidalee,jun,75.5%,D,49.7%,-0.1%,2.9%,20 221
TOUT,KR,16.3,165,Vayne,top,24.0%,D,49.3%,+0.5%,3.0%,21 107
TOUT,KR,16.3,166,Riven,top,89.0%,D,50.0%,-0.5%,2.0%,14 126
TOUT,KR,16.3,167,Yorick,top,92.2%,D,48.4%,-0.8%,4.2%,29 690
TOUT,KR,16.3,168,Yuumi,sup,99.3%,D,48.0%,+0.3%,5.7%,40 610
TOUT,KR,16.3,169,Wukong,jun,75.1%,D,49.6%,-0.9%,2.9%,20 711
TOUT,KR,16.3,170,Graves,jun,92.8%,D,49.2%,+0.3%,3.5%,25 055
TOUT,KR,16.3,171,Dr.Mundo,top,52.5%,D,49.2%,-0.5%,2.7%,19 105
TOUT,KR,16.3,172,Jayce,jun,42.8%,D,47.3%,-2.0%,3.8%,26 969
TOUT,KR,16.3,173,Aurora,mid,80.5%,D,49.0%,+0.0%,3.4%,23 959
TOUT,KR,16.3,174,Taliyah,mid,68.1%,D,49.4%,+0.9%,2.2%,15 848
TOUT,KR,16.3,175,Talon,jun,61.9%,D,49.0%,-0.0%,2.6%,18 092
TOUT,KR,16.3,176,Vladimir,mid,60.1%,D,49.4%,+0.6%,1.3%,9 522
TOUT,KR,16.3,177,Draven,adc,96.1%,D,48.9%,+0.2%,1.7%,11 798
TOUT,KR,16.3,178,Gragas,top,59.7%,D,49.3%,+0.8%,1.6%,11 202
TOUT,KR,16.3,179,Swain,top,10.6%,D,48.4%,-3.4%,1.2%,8 460
TOUT,KR,16.3,180,Ambessa,jun,45.5%,D,47.4%,-0.9%,4.5%,31 913
TOUT,KR,16.3,181,Vladimir,top,36.1%,D,48.9%,-0.1%,2.0%,14 282
TOUT,KR,16.3,182,Ryze,mid,82.5%,D,47.0%,-1.7%,7.0%,49 195
TOUT,KR,16.3,183,Tahm Kench,sup,49.3%,D,48.9%,-0.3%,1.7%,12 267
TOUT,KR,16.3,184,Tryndamere,top,81.0%,D,49.0%,+2.1%,1.4%,10 050
TOUT,KR,16.3,185,Ryze,top,16.1%,D,48.5%,-1.8%,1.8%,13 027
TOUT,KR,16.3,186,Tahm Kench,top,47.3%,D,49.0%,+1.7%,1.1%,8 075
TOUT,KR,16.3,187,Corki,adc,87.8%,D,48.6%,+0.4%,2.2%,15 737
TOUT,KR,16.3,188,K'Sante,top,95.7%,D,47.2%,+0.6%,5.6%,39 519
TOUT,KR,16.3,189,Camille,top,86.7%,D,48.5%,+0.2%,1.7%,12 269
TOUT,KR,16.3,190,Cassiopeia,mid,67.6%,D,48.4%,+0.4%,1.4%,10 033
TOUT,KR,16.3,191,Hecarim,jun,99.2%,D,48.0%,+1.0%,2.6%,18 267
TOUT,KR,16.3,192,Qiyana,jun,40.5%,D,47.6%,+0.4%,1.7%,11 918
TOUT,KR,16.3,193,Sylas,sup,5.4%,D,46.6%,-0.6%,1.5%,10 462
TOUT,KR,16.3,194,Pantheon,jun,14.5%,D,48.2%,-0.8%,1.4%,9 824
TOUT,KR,16.3,195,Pantheon,sup,48.2%,D,47.5%,-0.2%,3.0%,21 410
TOUT,KR,16.3,196,Rengar,jun,91.9%,D,48.2%,+0.4%,1.0%,7 191
TOUT,KR,16.3,197,Mel,mid,53.3%,D,45.9%,+0.2%,2.9%,20 545
TOUT,KR,16.3,198,Trundle,top,47.1%,D,47.7%,+1.0%,1.3%,9 305
TOUT,KR,16.3,199,Zed,jun,20.7%,D,45.2%,-5.2%,1.9%,13 102
TOUT,KR,16.3,200,Mel,sup,37.5%,D,44.8%,-1.6%,3.1%,21 606
TOUT,KR,16.3,201,Azir,mid,94.4%,D,45.2%,-0.2%,3.4%,23 961
TOUT,KR,15.24,1,Miss Fortune,adc,97.3%,S+,52.4%,-0.3%,18.9%,429 787
TOUT,KR,15.24,2,Malphite,top,47.4%,S+,52.8%,+0.4%,9.3%,210 072
TOUT,KR,15.24,3,Ashe,adc,88.8%,S+,50.9%,+0.1%,14.9%,339 096
TOUT,KR,15.24,4,Leona,sup,99.4%,S+,51.6%,-0.0%,9.4%,212 427
TOUT,KR,15.24,5,LeeSin,jun,92.7%,S,49.8%,-0.3%,19.9%,452 529
TOUT,KR,15.24,6,Viktor,mid,95.0%,S,50.6%,+0.0%,11.7%,264 971
TOUT,KR,15.24,7,Sylas,jun,47.6%,S,49.8%,+0.6%,15.2%,344 593
TOUT,KR,15.24,8,Lucian,adc,96.1%,S,50.4%,-0.1%,12.7%,288 083
TOUT,KR,15.24,9,Jayce,jun,41.0%,S,50.6%,-2.0%,9.2%,208 330
TOUT,KR,15.24,10,Nautilus,sup,96.7%,S,49.9%,-0.1%,11.5%,260 897
TOUT,KR,15.24,11,Naafiri,mid,50.0%,S,53.1%,-0.8%,2.6%,58 036
TOUT,KR,15.24,12,Jhin,adc,97.3%,A,50.7%,-0.5%,16.6%,377 578
TOUT,KR,15.24,13,Akali,mid,84.0%,A,49.7%,+0.4%,10.4%,236 805
TOUT,KR,15.24,14,Blitzcrank,sup,98.6%,A,49.9%,-0.2%,9.4%,213 576
TOUT,KR,15.24,15,Jax,jun,51.6%,A,52.0%,+0.1%,2.9%,66 453
TOUT,KR,15.24,16,Sylas,mid,41.6%,A,49.6%,+0.1%,10.0%,226 266
TOUT,KR,15.24,17,Morgana,sup,74.9%,A,50.9%,+0.4%,5.6%,127 009
TOUT,KR,15.24,18,Malphite,jun,35.4%,A,51.0%,-0.4%,5.2%,118 881
TOUT,KR,15.24,19,Malphite,mid,8.2%,A,52.2%,+0.7%,1.2%,26 200
TOUT,KR,15.24,20,Aatrox,jun,37.1%,A,50.0%,-0.3%,8.3%,189 452
TOUT,KR,15.24,21,Elise,sup,37.1%,A,53.0%,+0.5%,2.1%,46 989
TOUT,KR,15.24,22,Thresh,sup,98.8%,A,50.3%,-0.1%,10.6%,241 061
TOUT,KR,15.24,23,Braum,sup,99.2%,A,51.7%,-1.1%,6.0%,135 982
TOUT,KR,15.24,24,Xerath,mid,51.2%,A,51.2%,-0.1%,3.9%,87 432
TOUT,KR,15.24,25,Jax,top,46.4%,A,50.5%,-0.4%,6.6%,150 809
TOUT,KR,15.24,26,Zaahen,top,72.3%,A,50.0%,-0.3%,7.7%,173 954
TOUT,KR,15.24,27,Irelia,top,54.1%,A,50.9%,-0.3%,4.6%,103 632
TOUT,KR,15.24,28,Shaco,sup,21.4%,A,51.6%,-0.1%,2.0%,45 388
TOUT,KR,15.24,29,Lulu,sup,98.5%,A,49.9%,+0.2%,9.6%,218 575
TOUT,KR,15.24,30,Swain,mid,19.8%,A,53.3%,-1.4%,1.0%,22 913
TOUT,KR,15.24,31,Yasuo,mid,69.3%,A,49.6%,-0.6%,8.2%,185 254
TOUT,KR,15.24,32,Zyra,sup,84.0%,A,52.6%,+0.3%,2.9%,65 896
TOUT,KR,15.24,33,Xin Zhao,jun,89.7%,A,50.9%,+1.9%,8.3%,188 937
TOUT,KR,15.24,34,Poppy,sup,61.7%,A,51.6%,+0.9%,3.7%,82 882
TOUT,KR,15.24,35,Singed,top,87.0%,A,52.9%,+0.6%,2.2%,49 798
TOUT,KR,15.24,36,Malzahar,mid,90.0%,A,51.5%,-0.2%,4.7%,105 650
TOUT,KR,15.24,37,Darius,top,92.1%,A,50.0%,+0.2%,6.6%,148 999
TOUT,KR,15.24,38,Viego,jun,97.5%,A,50.2%,-0.3%,9.9%,225 391
TOUT,KR,15.24,39,Orianna,mid,96.1%,A,49.4%,-0.2%,11.1%,251 230
TOUT,KR,15.24,40,Xerath,sup,46.0%,A,50.2%,-0.8%,5.7%,128 453
TOUT,KR,15.24,41,Leblanc,mid,86.1%,A,50.1%,+0.2%,5.9%,134 626
TOUT,KR,15.24,42,Poppy,top,22.7%,A,52.1%,+0.6%,1.6%,35 351
TOUT,KR,15.24,43,Ahri,mid,96.2%,A,50.8%,+1.4%,8.6%,194 956
TOUT,KR,15.24,44,Jinx,adc,99.1%,A,50.9%,+0.0%,8.4%,189 672
TOUT,KR,15.24,45,Karma,sup,93.1%,A,50.7%,+0.0%,7.4%,167 117
TOUT,KR,15.24,46,Sivir,adc,98.3%,A,51.2%,-0.3%,5.6%,127 858
TOUT,KR,15.24,47,Warwick,jun,82.0%,A,52.2%,+0.3%,3.2%,73 792
TOUT,KR,15.24,48,Kai'Sa,adc,97.0%,B,49.5%,+0.6%,22.8%,518 229
TOUT,KR,15.24,49,Dr.Mundo,jun,35.0%,B,51.3%,-1.0%,3.9%,87 480
TOUT,KR,15.24,50,Irelia,mid,44.6%,B,50.7%,-0.9%,3.2%,73 562
TOUT,KR,15.24,51,Pyke,sup,97.9%,B,49.5%,+0.7%,7.1%,162 043
TOUT,KR,15.24,52,Tristana,adc,91.9%,B,51.1%,+0.1%,6.1%,139 293
TOUT,KR,15.24,53,Volibear,top,46.0%,B,51.7%,-1.5%,4.3%,97 190
TOUT,KR,15.24,54,Sett,top,91.0%,B,51.1%,-0.6%,6.0%,137 183
TOUT,KR,15.24,55,Smolder,adc,82.4%,B,51.2%,-0.8%,6.4%,146 142
TOUT,KR,15.24,56,Warwick,top,17.1%,B,52.5%,+0.3%,1.4%,31 243
TOUT,KR,15.24,57,Katarina,mid,96.2%,B,51.6%,+0.3%,3.9%,88 702
TOUT,KR,15.24,58,Briar,jun,92.1%,B,51.9%,+1.8%,3.0%,68 587
TOUT,KR,15.24,59,Teemo,top,63.8%,B,50.3%,+0.1%,3.9%,88 972
TOUT,KR,15.24,60,Milio,sup,99.6%,B,51.9%,+0.4%,3.7%,84 653
TOUT,KR,15.24,61,Olaf,top,83.7%,B,52.2%,+0.1%,2.3%,51 220
TOUT,KR,15.24,62,Caitlyn,adc,96.5%,B,48.6%,-0.4%,11.1%,252 422
TOUT,KR,15.24,63,Mordekaiser,top,89.0%,B,50.8%,-0.4%,5.5%,125 098
TOUT,KR,15.24,64,Leblanc,sup,11.9%,B,51.0%,+1.4%,1.3%,29 988
TOUT,KR,15.24,65,Lux,sup,65.7%,B,49.5%,-0.1%,8.4%,190 752
TOUT,KR,15.24,66,Brand,sup,66.0%,B,52.2%,-0.1%,2.1%,48 121
TOUT,KR,15.24,67,Aphelios,adc,97.9%,B,50.4%,+0.2%,7.6%,173 287
TOUT,KR,15.24,68,Sion,top,76.6%,B,51.3%,+0.3%,4.8%,108 355
TOUT,KR,15.24,69,Kennen,top,63.0%,B,51.8%,+0.6%,2.8%,63 765
TOUT,KR,15.24,70,Twisted Fate,mid,88.7%,B,51.4%,+0.7%,4.5%,102 789
TOUT,KR,15.24,71,Zed,mid,63.5%,B,49.3%,-0.5%,6.3%,142 533
TOUT,KR,15.24,72,Anivia,mid,76.2%,C,51.9%,-0.7%,2.6%,58 881
TOUT,KR,15.24,73,Vex,mid,95.1%,C,51.2%,+0.3%,3.7%,84 220
TOUT,KR,15.24,74,Heimerdinger,top,63.2%,C,51.9%,+2.1%,1.3%,29 628
TOUT,KR,15.24,75,Ezreal,adc,95.1%,C,48.4%,+1.7%,21.4%,485 766
TOUT,KR,15.24,76,Lillia,jun,95.3%,C,51.1%,-0.3%,4.7%,106 726
TOUT,KR,15.24,77,Teemo,sup,16.0%,C,50.9%,-0.2%,1.1%,24 914
TOUT,KR,15.24,78,Qiyana,mid,41.6%,C,51.5%,+1.5%,1.5%,34 210
TOUT,KR,15.24,79,Morgana,mid,19.3%,C,50.7%,-0.2%,1.3%,29 113
TOUT,KR,15.24,80,Swain,top,14.8%,C,52.2%,-3.4%,1.0%,23 024
TOUT,KR,15.24,81,Kled,top,91.6%,C,52.4%,-0.2%,1.1%,25 133
TOUT,KR,15.24,82,Swain,sup,51.7%,C,51.5%,+0.2%,3.4%,77 330
TOUT,KR,15.24,83,Syndra,mid,93.8%,C,50.7%,+0.7%,5.5%,124 761
TOUT,KR,15.24,84,Nami,sup,99.8%,C,51.3%,+0.3%,4.5%,101 700
TOUT,KR,15.24,85,Veigar,mid,79.8%,C,51.9%,-0.4%,2.2%,50 496
TOUT,KR,15.24,86,Zilean,sup,87.1%,C,52.1%,-0.2%,1.7%,38 910
TOUT,KR,15.24,87,Diana,mid,38.6%,C,51.2%,-0.3%,3.5%,79 776
TOUT,KR,15.24,88,Garen,top,91.9%,C,51.0%,+0.3%,4.5%,101 974
TOUT,KR,15.24,89,Yorick,top,90.6%,C,51.0%,-0.8%,2.9%,64 987
TOUT,KR,15.24,90,Fizz,mid,89.4%,C,51.3%,-0.4%,3.2%,72 202
TOUT,KR,15.24,91,Zoe,mid,80.7%,C,50.1%,+0.1%,4.5%,102 555
TOUT,KR,15.24,92,Aatrox,top,60.5%,C,48.6%,+0.2%,7.4%,167 948
TOUT,KR,15.24,93,Rammus,jun,91.7%,C,51.7%,-1.1%,1.7%,37 890
TOUT,KR,15.24,94,Elise,jun,59.7%,C,51.4%,+0.5%,1.8%,40 465
TOUT,KR,15.24,95,Samira,adc,98.3%,C,51.0%,+0.1%,3.7%,85 085
TOUT,KR,15.24,96,Rek'Sai,jun,82.1%,C,51.8%,+0.6%,1.8%,40 027
TOUT,KR,15.24,97,Talon,mid,32.0%,C,51.7%,-0.0%,2.2%,50 376
TOUT,KR,15.24,98,Pantheon,mid,9.7%,C,51.8%,-0.3%,1.1%,26 045
TOUT,KR,15.24,99,Renekton,top,93.4%,C,50.2%,+0.2%,5.6%,126 406
TOUT,KR,15.24,100,Kassadin,mid,96.9%,C,52.0%,+1.4%,1.4%,32 278
TOUT,KR,15.24,101,Quinn,top,74.3%,C,51.9%,+0.4%,1.1%,25 719
TOUT,KR,15.24,102,Bard,sup,98.2%,C,50.8%,+0.5%,4.6%,105 206
TOUT,KR,15.24,103,Sylas,top,5.1%,C,50.2%,+0.1%,1.5%,34 931
TOUT,KR,15.24,104,Jayce,top,45.4%,C,49.0%,+0.1%,5.3%,120 853
TOUT,KR,15.24,105,Shaco,jun,74.2%,C,49.7%,-0.3%,2.9%,65 232
TOUT,KR,15.24,106,Ekko,jun,51.2%,C,51.2%,-1.9%,3.2%,72 974
TOUT,KR,15.24,107,Seraphine,sup,91.5%,C,50.5%,+0.8%,5.6%,127 345
TOUT,KR,15.24,108,Naafiri,jun,41.4%,C,50.4%,+1.3%,2.8%,62 614
TOUT,KR,15.24,109,Gangplank,top,86.3%,C,50.8%,+0.7%,3.4%,76 640
TOUT,KR,15.24,110,Urgot,top,94.3%,C,51.9%,+1.3%,1.2%,26 202
TOUT,KR,15.24,111,Neeko,sup,78.7%,C,49.7%,+0.0%,5.5%,123 835
TOUT,KR,15.24,112,Maokai,sup,78.2%,C,51.6%,+1.1%,1.8%,41 645
TOUT,KR,15.24,113,Yunara,adc,98.4%,C,47.9%,+0.1%,11.3%,255 516
TOUT,KR,15.24,114,Fiora,top,97.3%,C,50.3%,-0.1%,4.1%,92 200
TOUT,KR,15.24,115,Zaahen,jun,23.4%,C,49.7%,+1.7%,2.1%,48 798
TOUT,KR,15.24,116,Nidalee,jun,77.5%,C,50.0%,-0.1%,4.6%,105 263
TOUT,KR,15.24,117,Nocturne,jun,97.0%,C,50.0%,-0.2%,4.2%,94 517
TOUT,KR,15.24,118,Ornn,top,88.1%,C,51.0%,+0.1%,3.4%,77 204
TOUT,KR,15.24,119,Akali,top,15.4%,C,49.7%,-0.2%,2.1%,46 640
TOUT,KR,15.24,120,Wukong,jun,78.0%,C,50.6%,-0.9%,4.4%,99 267
TOUT,KR,15.24,121,Dr.Mundo,top,60.3%,C,50.1%,-0.5%,3.4%,77 447
TOUT,KR,15.24,122,Ziggs,adc,59.8%,C,51.2%,-0.5%,2.3%,51 337
TOUT,KR,15.24,123,Vel'Koz,sup,66.2%,C,51.4%,+0.2%,1.9%,42 370
TOUT,KR,15.24,124,Vayne,adc,80.1%,C,50.6%,+0.2%,3.6%,81 825
TOUT,KR,15.24,125,Ambessa,top,69.4%,C,48.9%,+0.6%,6.9%,157 275
TOUT,KR,15.24,126,Yone,mid,57.2%,C,48.2%,+0.4%,8.9%,201 346
TOUT,KR,15.24,127,Sylas,sup,5.6%,C,49.5%,-0.6%,1.8%,40 442
TOUT,KR,15.24,128,Ekko,mid,45.6%,C,51.0%,-1.2%,2.1%,46 854
TOUT,KR,15.24,129,Volibear,jun,51.9%,C,51.1%,-2.3%,1.1%,25 623
TOUT,KR,15.24,130,Trundle,jun,65.3%,C,51.1%,+2.0%,1.7%,38 815
TOUT,KR,15.24,131,Diana,jun,59.9%,C,50.2%,-1.6%,3.6%,82 804
TOUT,KR,15.24,132,Kayle,top,77.4%,C,51.1%,-0.3%,1.7%,39 499
TOUT,KR,15.24,133,Kha'Zix,jun,99.3%,C,50.6%,-0.7%,3.2%,73 609
TOUT,KR,15.24,134,Lux,mid,30.1%,C,50.1%,+0.1%,1.9%,43 106
TOUT,KR,15.24,135,Vayne,top,17.4%,C,50.8%,+0.5%,1.8%,40 502
TOUT,KR,15.24,136,Yuumi,sup,98.7%,C,48.4%,+0.3%,6.6%,150 466
TOUT,KR,15.24,137,Jarvan IV,jun,92.1%,C,50.0%,-0.2%,4.9%,111 922
TOUT,KR,15.24,138,Soraka,sup,97.9%,C,50.7%,+0.1%,2.8%,64 614
TOUT,KR,15.24,139,Rell,sup,99.0%,C,50.5%,+0.3%,3.1%,69 497
TOUT,KR,15.24,140,Illaoi,top,95.8%,C,50.4%,+0.3%,2.3%,51 888
TOUT,KR,15.24,141,Rumble,top,81.2%,C,50.2%,+0.4%,3.6%,82 629
TOUT,KR,15.24,142,Xayah,adc,99.1%,C,50.4%,-0.4%,3.6%,82 239
TOUT,KR,15.24,143,Master Yi,jun,87.3%,C,49.4%,+0.7%,4.5%,102 307
TOUT,KR,15.24,144,Yasuo,top,21.5%,C,48.7%,-0.3%,3.6%,81 026
TOUT,KR,15.24,145,Zac,jun,74.7%,C,50.4%,+0.1%,3.1%,69 892
TOUT,KR,15.24,146,Sona,sup,98.8%,C,51.1%,-0.7%,1.0%,23 198
TOUT,KR,15.24,147,Lissandra,mid,90.2%,C,50.7%,-0.5%,2.0%,44 639
TOUT,KR,15.24,148,Bel'Veth,jun,97.3%,C,50.9%,+0.7%,1.2%,26 977
TOUT,KR,15.24,149,Yone,top,40.7%,D,48.0%,+1.1%,7.4%,167 094
TOUT,KR,15.24,150,Galio,mid,79.3%,D,49.5%,-0.7%,4.7%,107 636
TOUT,KR,15.24,151,Rakan,sup,98.4%,D,49.8%,+0.2%,4.5%,101 574
TOUT,KR,15.24,152,Sejuani,jun,79.1%,D,50.5%,+0.1%,2.1%,47 343
TOUT,KR,15.24,153,Riven,top,82.3%,D,50.4%,-0.5%,2.3%,53 005
TOUT,KR,15.24,154,Nunu,jun,91.1%,D,50.6%,+1.9%,1.6%,37 363
TOUT,KR,15.24,155,Graves,jun,94.0%,D,49.4%,+0.3%,4.4%,100 707
TOUT,KR,15.24,156,Evelynn,jun,97.2%,D,50.5%,-0.1%,1.6%,37 465
TOUT,KR,15.24,157,Vi,jun,93.5%,D,49.3%,+1.6%,5.2%,116 969
TOUT,KR,15.24,158,Hwei,mid,77.2%,D,49.7%,+1.0%,3.6%,82 595
TOUT,KR,15.24,159,Cassiopeia,mid,69.2%,D,50.5%,+0.4%,1.4%,31 954
TOUT,KR,15.24,160,Shen,top,72.4%,D,50.2%,+1.0%,2.5%,57 638
TOUT,KR,15.24,161,Alistar,sup,95.6%,D,49.1%,+0.2%,5.3%,121 013
TOUT,KR,15.24,162,Fiddlesticks,jun,71.7%,D,50.5%,-0.2%,1.3%,30 357
TOUT,KR,15.24,163,Akshan,mid,89.2%,D,50.3%,+0.5%,1.6%,36 775
TOUT,KR,15.24,164,Kayn,jun,93.4%,D,49.9%,+1.2%,3.2%,72 848
TOUT,KR,15.24,165,Karthus,jun,74.4%,D,50.1%,+0.8%,1.5%,34 489
TOUT,KR,15.24,166,Nasus,top,80.6%,D,49.9%,-1.2%,2.5%,56 813
TOUT,KR,15.24,167,Draven,adc,95.2%,D,49.5%,+0.2%,2.2%,50 758
TOUT,KR,15.24,168,Gnar,top,96.5%,D,49.7%,-0.2%,3.4%,77 338
TOUT,KR,15.24,169,Pantheon,top,23.5%,D,50.1%,+0.0%,1.6%,36 559
TOUT,KR,15.24,170,Amumu,jun,88.0%,D,50.2%,+0.3%,1.8%,41 506
TOUT,KR,15.24,171,Aurelion Sol,mid,82.8%,D,50.3%,-0.1%,1.5%,34 181
TOUT,KR,15.24,172,Senna,sup,87.8%,D,49.8%,+0.4%,2.7%,61 131
TOUT,KR,15.24,173,Pantheon,sup,45.7%,D,49.3%,-0.2%,3.6%,81 809
TOUT,KR,15.24,174,Tahm Kench,sup,69.2%,D,50.0%,-0.3%,1.7%,37 726
TOUT,KR,15.24,175,Vladimir,top,39.6%,D,49.6%,-0.1%,2.4%,54 883
TOUT,KR,15.24,176,Vladimir,mid,59.4%,D,49.7%,+0.6%,2.0%,44 936
TOUT,KR,15.24,177,Ryze,mid,80.5%,D,49.1%,-1.7%,4.2%,95 624
TOUT,KR,15.24,178,Mel,mid,53.8%,D,46.5%,+0.2%,6.8%,155 143
TOUT,KR,15.24,179,Ryze,top,17.8%,D,49.6%,-1.8%,1.6%,35 948
TOUT,KR,15.24,180,Gwen,top,77.9%,D,49.2%,+0.5%,2.8%,63 157
TOUT,KR,15.24,181,Zed,jun,32.8%,D,47.4%,-5.2%,3.4%,77 134
TOUT,KR,15.24,182,Zeri,adc,95.6%,D,48.9%,+1.5%,3.7%,83 726
TOUT,KR,15.24,183,Kindred,jun,96.9%,D,49.3%,+1.0%,2.0%,44 939
TOUT,KR,15.24,184,Twitch,adc,80.9%,D,49.6%,-0.1%,1.1%,25 023
TOUT,KR,15.24,185,Mel,sup,35.6%,D,46.6%,-1.6%,5.3%,120 277
TOUT,KR,15.24,186,Varus,top,14.6%,D,49.0%,-3.5%,1.7%,39 385
TOUT,KR,15.24,187,Talon,jun,66.5%,D,48.8%,-0.0%,2.7%,60 963
TOUT,KR,15.24,188,Gragas,top,60.7%,D,49.0%,+0.8%,2.2%,49 097
TOUT,KR,15.24,189,Aurora,mid,79.6%,D,48.8%,+0.0%,2.4%,54 007
TOUT,KR,15.24,190,Ambessa,jun,25.9%,D,48.0%,-0.9%,1.8%,40 149
TOUT,KR,15.24,191,Cho'Gath,top,64.4%,D,49.1%,-0.6%,1.2%,27 159
TOUT,KR,15.24,192,Taliyah,mid,74.6%,D,48.6%,+0.9%,2.7%,60 380
TOUT,KR,15.24,193,Camille,top,86.4%,D,48.5%,+0.2%,2.8%,62 625
TOUT,KR,15.24,194,Hecarim,jun,99.1%,D,48.3%,+1.0%,1.9%,42 646
TOUT,KR,15.24,195,K'Sante,top,95.2%,D,46.8%,+0.6%,5.9%,133 006
TOUT,KR,15.24,196,Varus,adc,76.3%,D,46.8%,-1.2%,5.5%,124 669
TOUT,KR,15.24,197,Qiyana,jun,55.1%,D,46.7%,+0.4%,3.6%,82 371
TOUT,KR,15.24,198,Pantheon,jun,20.5%,D,47.5%,-0.8%,2.6%,58 117
TOUT,KR,15.24,199,Corki,adc,76.7%,D,47.7%,+0.4%,1.5%,33 290
TOUT,KR,15.24,200,Tryndamere,top,79.6%,D,47.3%,+2.1%,1.7%,37 788
TOUT,KR,15.24,201,Kalista,adc,91.1%,D,47.2%,-0.4%,1.8%,41 728
TOUT,KR,15.24,202,Azir,mid,93.6%,D,45.5%,-0.2%,4.0%,91 053
TOUT,KR,15.24,203,Smolder,mid,11.3%,D,46.3%,-0.3%,1.0%,23 651
TOUT,EUW,16.3,1,Miss Fortune,adc,97.0%,S+,51.9%,-0.1%,16.7%,478 598
TOUT,EUW,16.3,2,Briar,jun,91.1%,S+,52.7%,+1.4%,7.0%,201 788
